hop 0:
	total peers that pass through hop (including self): 10000
	# of different peers in hop: 1
hop 1:
	total peers that pass through hop (including self): 9999
	# of different peers in hop: 23
hop 2:
	total peers that pass through hop (including self): 9976
	# of different peers in hop: 90
hop 3:
	total peers that pass through hop (including self): 9886
	# of different peers in hop: 398
hop 4:
	total peers that pass through hop (including self): 9488
	# of different peers in hop: 846
hop 5:
	total peers that pass through hop (including self): 8642
	# of different peers in hop: 1481
hop 6:
	total peers that pass through hop (including self): 7161
	# of different peers in hop: 1935
hop 7:
	total peers that pass through hop (including self): 5226
	# of different peers in hop: 1960
hop 8:
	total peers that pass through hop (including self): 3266
	# of different peers in hop: 1571
hop 9:
	total peers that pass through hop (including self): 1695
	# of different peers in hop: 949
hop 10:
	total peers that pass through hop (including self): 746
	# of different peers in hop: 516
hop 11:
	total peers that pass through hop (including self): 230
	# of different peers in hop: 193
hop 12:
	total peers that pass through hop (including self): 37
	# of different peers in hop: 37

hop: 0
89448441510473144623924457157086965886 10000

hop: 1
89432869033666118119341531360574341870 4147
88179324976475222368184599354475020642 16
88150265649121710392367699472997766388 134
46915295945017677917453751934558193882 7
89401764937884855270091673003001000983 27
259561016039912328909932488105880611995 1
4385596149762953548566056685371908934 2
68234574612338428899429782334008646071 32
89327376283505440347905641801609081567 2670
89404940249607952956179090616668621803 32
68194240013210669022588086577978795095 6
89300405377367160083128451964132168456 768
86841977466177754559513846374489248790 212
88189171506725359233543338706692178513 61
46980183922092395185110968152022692239 9
89387854638207719060262822199661555170 414
68190346615223438843293655880016505452 1
88161148565784430436218163919754673856 7
89421993727110647105290984772353421704 1390
88854652302936933292259585633564751953 35
89321860882411488605270417908939612991 1
259613473789285374520725642330893429760 1
78861592126180696511536193521868852687 26

hop: 2
66932111604110945861198017556682376328 8
76221498242174317860959342939250907821 45
256959642249420998422265693899788359827 1
86766778921172132520417990486425358207 74
68122917681648034230446477646104126104 1
88100327212670117996705855392763276899 309
77522443008821181610467819869308671521 37
66915981702978577611459698526988024163 3
84073182314004325615384605028608099501 1
86747643387401250926533523224632342816 20
82835135778878506684490873528232916521 1
258317444599858365621318066360482694461 1
238313603677511047229202016042128095014 1
82914450862702815389742349486339092305 14
47016396048945252224555398159932689585 5
1816537002070626389209258197051121196 5
77581248639285179805283655891220339931 2
258331765535294006913486413796640431346 1
4274298810917396042857832213864610517 5
46873208168363746447658005216198494983 3
46322287209035240679352213623282910774 10
3131367856727234103404827812792798884 2
88980586522263387625526545277623290297 541
4473005190077964623183435057896448557 7
82902465769342764219801086983235839445 1
238356478564389081530264204566876773684 1
65603050506763017272386875278141948273 13
334057689516455907060093333410965884126 3
25755807196801226427985568121920361211 1
77578406992010708407233247266875184291 1
3118449418045010873689866917656056067 2
66924124508748716203199549299759046299 3
66959682971571086534470331778935216560 10
25716189692628908627069320583471279823 3
323454367907818194383854888685790070518 1
78256325754852003944711684934328892328 6
88082936709028411019606966944972450663 5
82839116659766302067146890896239228779 95
65586873474885924521480021256095901293 1
83572608118532305145736189841845139350 7
76216851089705899986287858664429014597 1
86690962073515381838675508891002178564 14
68161462429103781011595046296941266353 8
45649339340023487762389633652055752392 10
217028660587005213983248641968720892148 1
88644691002888825650238190399505903357 129
4230072229030749981797941884109111623 3
89357007460794095820297964802911640552 4122
68043605372382982247600057876805216350 13
45628480141815358037044976762804033759 5
3154538989869464669328236535505479330 1
77587869033235358549416644129857846401 12
89090425766015448851921243328548286981 997
25692062310420189559860686684499499774 3
238309259876950180920781699776100744109 1
248976420354803815665933576858177412948 1
67593167218945035963723514098801555447 1
86689361236617349853786756513625469251 1
88073467847748803171445149939101697896 26
68123554081941424032162798839540951605 10
78679689424988341983906605301070543943 53
77575598122332107940774637499948014817 3
238362238204659716932922478404552112921 1
323408907272874118366791315024546869810 1
88677485838595193077967131996381266470 1314
78806374415801282435925679219471750985 24
259624000539602302767539867343021177248 1
84013898574273049854548760733915853830 36
57599843178343520173836377292435671975 21
67598641521211653796163595901968299662 10
84074373779900841539330516079744149467 401
81535243821097860389182566166232101987 140
83988114506327556690503963591755703012 26
44347101980922982583022878723309394449 5
46773246045664541033676174671322897404 2
323413392652420319789918468398104115587 3
259529981619182390663545050302550659123 1
89012067909315502104200856532418194163 1283
68067881760677386518828545624702251702 6
302131757763564049879639645696311391874 5
47030864964803577698920624288050371119 7
46808093034433617290099158822801681103 8
25742275068238275255431689724448516401 1
25764614128729462460322135196523293895 6
217104471702646974771343746303492463096 1
3160405240476987727479751276251563752 1
46805726945009921154617508197877683201 2
238372446398280660557913168172261507097 1
3096241802625039398825177957446891074 1
68142544904684268412499422581705272825 3

hop: 3
36295822955106600969825592180783706051 2
41578900606643864073724972813552059914 5
174437102979868415055401846662505419751 1
259151904578567837865969935948081775976 1
258815137362313008467722849633608211152 1
247710893998618560945181096003662000721 1
46300762298776002655092605579370656322 2
76127157038255973747639466264264671298 1
54965365338292296946227787713014984470 4
86055186776865339736422102088184228663 7
235705350370569847178104740880255317758 1
55019876080476738459992701298382159532 19
78559084938961550494156666886356156782 9
173227644638254933483537424201669251081 1
72251081074798259039804096636526626117 47
67815528847515000014457259200965118579 19
87519325950395644553808466526860974578 4
174335557872579905726331823813707498581 1
238160549528239917769576012612831162677 1
78381033716383522896368803734515084624 4
57453997100329247654809226307413685040 27
34989017921216810806314671500042392090 1
56278683750099968867223229836889681792 1
171939669222010878848273919003656517413 1
259141588571476902645103677850274006937 1
87757335343609219422478491571350724245 19
35041097567589041477027074424847580074 2
87765756300728009389259160784647374696 3
323288731789532162213458178046884472624 3
338063706830413676442885007424520295089 4
301507517671347530856686071394598722312 2
253015874892872030288721779992809179814 1
333887972750277978408875573615987248599 5
173245676100027452128376637155948438793 1
322793990789038777521836953193278171333 2
70937939556740064266931220512527947411 8
72226544114113659523415682318148760494 1
62910416304778868493405376212100711235 1
88040401852754177347213524672749406522 262
76139652613955087471757541103165268768 38
88400836970526575111749575963812421509 2
322137157635718485286906088773393161781 1
300806405140605363003892220231935296251 2
82756981498467917044739623681373276656 14
163922224706428012048145158360001259732 1
215730119567430830020635544306274362094 1
67498506431634322210052739151846144076 5
333859738910322471286605115541329791638 4
61655510850829098842277727524546893896 10
86501641286702286227854161527749358123 27
39048404603345972878549290145545955372 1
227729695674969401988528282754970106461 1
280968730559007069725271598804291372823 3
254294853230487895073907774965623064469 1
83330044722904784992632200672028871609 1
334018588495969553378102890053409334904 2
56269415968350468807563317232592153349 7
258246810221524032733285694318940388924 1
87839911663219248985634247493846523711 87
3708148678880597012269854159194212716 3
3061312329989190856421060358324902074 1
62915069209790582101407323570999666834 10
216470229180232532580874395462532488237 1
62877248434084618998374037276424199755 1
248846325845752370291159869094100458145 1
78892347297374002137331576865005765574 34
254214613324928461600475374383177802477 1
301952861156674541377781158869758585714 1
78949395558323569605097364931971649362 8
339209533965281990049839417825909234221 3
70976702277696390793068667968411767816 24
254317126304068076909335556325062842269 1
89197640105881129596069419985199074698 613
323340918173754615050393668916523662503 5
86361662424228176147852564600115255675 137
332692934964514782541040419453208540268 1
312786970146647010785598667230850399509 2
78477857149415975084118822656837917471 8
86486271448977141830567800509328139361 2
301553184409493672831173767032231047971 5
256875580535703956672605356109525946358 1
237721953067241680209181261914071923941 1
338048067603770051843992081698751220880 1
35058514724989931933637009176845112461 4
238265772629946365909783995570078624301 1
258758706508267098408454347879898864156 1
61617940774405467684807634509901997811 8
78185295420338470595095113860514768290 25
78984412569059698331399436109871455701 67
322801486711422501196997831139116275543 2
87524118884966341861071917789769845646 160
46638563393233985801984631021422545774 4
87654577760570030370155163464352115817 2
252984291167833601364451218796454734470 1
83808116558831141832401017857848643656 12
259268449362645147595420509843662799851 1
88345003506305549783762186109747258021 2
78551478464131757109429439748441026305 6
83333684104104826456196330984060485728 14
83351494467039148957923717853857643869 89
